album,data,musica,letra
Sirva-Se,1998-12-17 00:00:00,Mst,"[Verso 1]
Quem você pensa que eu sou
Aquele que você viu na TV
O que te faz pensar que sou tão diferente de você?
Pois eu tenho família e filhos pra criar
E sou que estou aqui
Lutando pelo que é meu por direito
[Refrão]
Devo ocupar, devo produzir, devo resistir
Devo ocupar, devo produzir, devo resistir
Devo ocupar, devo produzir, devo resistir
Devo ocupar, devo produzir, devo resistir
[Verso 2]
Pouco me importa se você não gosta
Da cor da minha bandeira
Pois sou eu que estou aqui
E sou eu que tomo bala dos que deveriam
Me defender
Falsos amigos de uma nação
Não querem ensinar o que é um cidadão
[Refrão]
Devo ocupar, devo produzir, devo resistir
Devo ocupar, devo produzir, devo resistir
Devo ocupar, devo produzir, devo resistir
Devo ocupar, devo produzir, devo resistir
[Interlúdio]
""O campo brasileiro continua produzindo sangue e assistindo como no passado a um desfile de
Bandeiras vermelhas entre multidões de miseráveis sob o comando do MST, combater um latifúndio, desapropriar, ocupar e distribuir as palavras de ódio que resistem ao tempo como resistem a concentração fundiária; 0,9 dos produtores detêm mais de 35% das terras""
[Ponte]
A ganância dessa elite já foi demais
400 anos de massacre também já é demais
[Refrão]
Vou ocupar, vou produzir, vou resistir
Vou ocupar, vou produzir, vou resistir
Vou ocupar, vou produzir, vou resistir
Vou ocupar, vou produzir, vou resistir
[Saída]
Poder ao povo"
Sirva-Se,1998-12-17 00:00:00,Diarioamente,"Mais uma pessoa jogada nas ruas
E você não percebeu
Mais uma prova da sua miséria
Que você finge não perceber
O que há de errado em sua vida
O que é que foi que aconteceu
Você não pode dizer que apenas se acostumou
Tragédias diárias vividas, nas ruas do brasil
Você fingiu que não viu e também que não ouviu
Erros da vida lapsos de percepção
Diariamente e você sequer estende a mão
Mais um pretinho jogado nas ruas
E você se enfureceu
Por onde é que você esteve por todos esses anos
Por onde é que você andou
Esperando sentado que um dia tudo vá melhorar
Tragédias diárias vividas nas ruas de um país
Nem olhar para lado e fingir que é feliz
E nem a violência vivida diariamente faz você mudar
E melhor ficar sentado e esperar até morrer
E sobre a miséria e a televisão
E sobre o governo e o cidadão
E sobre nossas vidas meu irmão
E sobre o estado e a constituição
E sobre tudo....
Diariamente, diariamente
Diariamente"
Sirva-Se,1998-12-17 00:00:00,Just Skate,"A new sk8 session now you'll face it, this will be nice and more than you
Need. No rules, no limits, style in your tricks it's just skateboard, go for it
My life is my skateboard, my style is my skateboard. Skate is over my god
Mom and dad, they don't understand me and say move your ass. It's
Discrimination inside in their head I think of my skateboard and go ahead"
Sirva-Se,1998-12-17 00:00:00,Social Agression,"Its so hard to live nowadays politicians all in fake
And shit all around theres
No reason to live now they spit in your face
And you can't make any move the
Solution of this possession now is social aggression
Now a social aggression
Social aggression there is no solution I dont care about what you
Think now, f*ck you all .Now I know there
Im f*cked up again walking in this f*cking
Street with shit in my brain I dont care about your reflection
The reason of my life is social aggression"
Sirva-Se,1998-12-17 00:00:00,Individualismo De Massa,"Eu sou o indivíduo hoje
Não venho do nada
Meu momento é aqui
Não sei lhe devo respeito
De lhe ser direito
Você deve me respeitar
Na verdade penso que
Sou um mas sou um milhão
Não quero nem saber porque
Não me venha com apatia
Individualismo de massa
Pra acabar com nossas vidas
Vivo meu mundo perfeito
E não paro pra pensar
Que existem outros ao meu lado
Cada um em seu lugar
Não respeito opiniões, muito menos decisões
Sou contra o diferente, eu nem considero gente
Minha vida é criticar, muito mau eu vou falar
Vocês tem que me escutar ...
Na verdade penso que
Sou um mas sou um milhão
Não quero nem saber porque
Não me venha com apatia
Individualismo de massa
Pra acabar com nossas vidas
Não venha me pedir ajuda
Pois sou um hipócrita
Digo o que é melhor pra mim
Acho bem melhor assim
Quero ser igual aos outros
Quero sempre estar na moda
Eu quero ser popular
Vou me auto-estimar
Na verdade penso que
Sou um mas sou um milhão
Não quero nem saber porque
Não me venha com apatia
Individualismo de massa
Pra acabar com nossas vidas
Onde apenas um são todos
E todos não são nenhum
Pois sou eu não sou ninguém
Acho que você também ..."
Sirva-Se,1998-12-17 00:00:00,You Against!,"It always have to be like that another word negative
You always trying to be higher than me
But now I know that was attitude is pure fear of been
Denied but I dont mind this f*cking shit dure ho punk guy
Its always wrong, Its always have to be, what Im telling
You is just you against me. You always right
My mind every day wake up OK, but I dont Know if you even have one
Cause this situation is not OK for your image you could loose money
Against a stinking, fool not at the system guy
A perfect world... driven by perfect society...
Always trying to be upper me..."
Sirva-Se,1998-12-17 00:00:00,Fight For Conscience,"If you think that is all OK around you around the world you should
Better open a book and study some real history. But your mind smells like
Mud, your brain in your knees, the bad politician you voted last year is
F*cking your life now you cant say anything you gave him power
Conscience is a virtue that everybody could have but the establishment dont
Want they prefer, empty brains is a easiest to command and lie everybody
Must fight for conscience. Those false culture vehicled by TV and demagogic
Ideas are always in the top in benefit of the great minority cuz you cant
F*cking stay against and in a minute the government put you in the wall with
The police that youll give it away. How can this world became a
Machine of brain wash a racial, etnical disturbs. Sometimes is hard to
Understand that half of world dont know how to read and the rest is
Manipulate by education schools"
Sirva-Se,1998-12-17 00:00:00,Wrong,"When you stay contrite praying for the gods
Someone is talking and trying to command your mind
And with the money of innocent people benevolence
Made a machine of illusion to command the world (humanity)
While you destroy yourself on this state of mind
I'd like to tell you some truth (lie, shit, nothing)
Cause there's no Buddha, no ALA, no Jesus Christ, to forgive
What your religion used to do
Centuries of war made in name of one god, and millions of
Children are killed with out even know why
I don't believe that this seat can put your life in peace, and if
You care, I don't mind if one day you're gonna get rich
Religion never gave people better life, only work on his rule
And use people, etnie-sand races to make money for his own"
Sirva-Se,1998-12-17 00:00:00,No Place,"Living in this f*cking city
I dont have a place to eat
I dont have any other place to go
I dont have a friend to meet
Tudo que foi dito, pode ser errado
Nada foi em vão
Pois ainda estamos aqui pra contar o que passou
E se a vida fez somente agente crescer
Temos tato ainda pela frente pra viver
Shame and hate
Taked away my friends from me
Shame and hate
Taked away my friends from me
Living in this f*cking city
I dont have a place to eat
I dont have any other shit to go
I dont have a friend to meet
1990 éramos tão crianças
E nos achávamos tão maduros pra perceber
Que a história passa e conta sem se ver
Sobre uma banda que ainda insiste em viver"
Sirva-Se,1998-12-17 00:00:00,The Party,"Come on everybody lets join the party theyre killing
Another brother, so lets go, maybe theyll let us see!
How fascinating scene where everything come out
In a distorted way
Come on lets go lets watch a new sacrifice
They manipulate, i know what is better for me yeah
They dont killed our bro. its just a movie scenery!
Now Im fascinate, come on join us and celebrate
The new order (that you) now imposed
So now we just a little bit concerned! or just cry for a few?
While theyre killing million and we can only see one or two
Whats on TV? Sometimes we do the same!
Cause we have messias who only says the truth
And we dont wanna hear the voice of pervert youth
All these children needs a dosage of reality in our institution
To learn not speak nosence about our good system
Our community is tired of been defied by this dirty punks
(they manipulate... now Im fascinate...) is there any answer
For what they are doing we cant also assume but sometimes"
